Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Consulting civil engineer,Manufacturing,Increasing,Moderate,110576.28,Bachelor's Degree,5,7944,4799,21.39,48.56,Germany,22.99
Learning mentor,Education,Increasing,Low,32347.94,High School,3,7524,6389,28.5,43.59,Brazil,27.99
"Buyer, retail",Retail,Decreasing,Low,77124.74,Bachelor's Degree,5,9724,7320,41.61,59.52,UK,61.4
"Scientist, research (physical sciences)",Education,Decreasing,Moderate,111334.22,PhD,4,3902,7410,64.13,38.79,Germany,49.95
Technical sales engineer,Manufacturing,Decreasing,Low,103535.87,Bachelor's Degree,8,7993,645,64.85,53.64,Brazil,41.98
Financial manager,Finance,Increasing,Moderate,100649.31,Master's Degree,6,4598,5859,59.02,46.96,UK,46.84
"Engineer, petroleum",Manufacturing,Decreasing,Low,132988.09,Bachelor's Degree,9,6376,7188,16.49,36.08,Australia,66.31
Amenity horticulturist,Manufacturing,Increasing,High,42535.17,Bachelor's Degree,2,3930,9224,95.75,55.35,Germany,21.39
Naval architect,Transportation,Increasing,High,99097.64,Master's Degree,9,4029,2352,1.78,36.91,USA,78.03
"Teacher, English as a foreign language",Education,Increasing,Low,50559.17,Bachelor's Degree,0,7142,6377,54.12,43.64,UK,51.47
Pathologist,Healthcare,Decreasing,Low,213388.95,PhD,9,3054,6356,43.65,18.39,China,64.16
IT trainer,Education,Decreasing,High,71820.76,Bachelor's Degree,3,6256,5028,39.24,45.51,Canada,63.86
"Designer, textile",Manufacturing,Decreasing,High,50417.07,Bachelor's Degree,6,9191,4736,57.77,44.72,Australia,66.34
Police officer,Healthcare,Increasing,High,57659.97,Bachelor's Degree,0,4146,7017,94.1,36.37,China,48.3
"Geneticist, molecular",Finance,Increasing,High,72607.54,Bachelor's Degree,6,5175,3270,47.93,50.46,USA,79.89
Games developer,IT,Increasing,High,91815.4,Bachelor's Degree,3,6274,337,2.03,42.84,Australia,43.59
Personal assistant,Finance,Increasing,High,49562.92,Bachelor's Degree,3,8999,9042,17.0,62.71,Brazil,77.51
Media planner,Retail,Increasing,Moderate,71025.81,Bachelor's Degree,3,1238,1437,90.44,45.98,USA,75.9
Aeronautical engineer,Manufacturing,Increasing,Moderate,128361.67,Bachelor's Degree,4,8620,2216,26.8,36.13,China,59.02
Land,Manufacturing,Decreasing,Low,77141.12,Bachelor's Degree,8,6978,6277,77.34,54.15,USA,73.52
Metallurgist,Manufacturing,Increasing,Moderate,105542.33,Bachelor's Degree,6,4316,8267,27.62,47.37,China,38.44
"Surveyor, quantity",Manufacturing,Increasing,Low,70228.98,Bachelor's Degree,4,8145,4398,24.35,54.89,UK,61.11
Data processing manager,IT,Decreasing,High,102980.73,Bachelor's Degree,9,5620,10000,30.06,58.95,UK,77.75
Publishing copy,Entertainment,Decreasing,High,49589.18,Bachelor's Degree,2,6368,5227,94.1,57.25,Australia,74.25
"Scientist, research (physical sciences)",Education,Decreasing,Low,76800.34,PhD,5,6872,8859,77.9,40.02,India,21.94
Camera operator,Entertainment,Increasing,Low,64940.5,Associate Degree,2,4371,9969,60.91,38.45,USA,63.52
"Research officer, trade union",Education,Increasing,Moderate,49590.15,Bachelor's Degree,5,639,6990,14.68,49.43,Canada,33.28
Clinical embryologist,Healthcare,Increasing,Low,101699.68,Master's Degree,7,1734,7595,91.98,30.79,Germany,37.55
Charity officer,Retail,Decreasing,Moderate,42619.59,Bachelor's Degree,2,1823,6238,93.16,49.22,USA,25.52
Land,Manufacturing,Decreasing,High,72069.72,Bachelor's Degree,8,3463,9615,40.45,46.24,Canada,76.56
Metallurgist,Manufacturing,Decreasing,High,107202.73,Bachelor's Degree,5,3668,9546,11.89,55.91,India,20.72
Equities trader,Finance,Increasing,Low,135391.84,Bachelor's Degree,7,2635,1060,56.03,50.94,Australia,55.47
"Copywriter, advertising",Entertainment,Increasing,Low,68277.8,Bachelor's Degree,5,1808,756,82.08,45.97,USA,56.44
"Therapist, art",Healthcare,Increasing,High,46977.47,Master's Degree,3,3557,9550,6.04,34.02,India,68.15
Fashion designer,Entertainment,Decreasing,High,53599.32,Bachelor's Degree,6,3220,6448,90.78,44.76,Brazil,45.02
"Designer, television/film set",Entertainment,Decreasing,High,80968.96,Bachelor's Degree,5,7567,389,26.86,28.59,China,25.44
Soil scientist,Manufacturing,Increasing,High,70091.16,Master's Degree,6,1806,4391,0.63,39.23,Brazil,38.08
"Geologist, wellsite",Manufacturing,Increasing,Low,121099.16,Master's Degree,5,898,980,66.81,34.81,Brazil,46.37
Naval architect,Transportation,Increasing,High,78740.8,Master's Degree,7,909,8986,85.19,34.38,Germany,27.16
"Engineer, electronics",Manufacturing,Decreasing,Low,82672.94,Bachelor's Degree,3,6475,6412,4.35,45.13,Germany,76.07
Consulting civil engineer,Manufacturing,Decreasing,Low,100862.96,Bachelor's Degree,8,2574,551,99.59,40.74,Australia,41.8
Furniture designer,Entertainment,Increasing,High,70715.67,Bachelor's Degree,6,6979,981,73.16,44.18,Germany,35.67
Printmaker,Entertainment,Increasing,Moderate,51944.5,Bachelor's Degree,6,6206,8317,51.81,30.07,Canada,42.99
Office manager,Finance,Decreasing,Moderate,49954.51,Bachelor's Degree,2,4525,5837,81.98,64.21,India,79.52
Animal nutritionist,Healthcare,Decreasing,High,55822.08,Master's Degree,7,8239,1024,27.23,47.95,Germany,77.28
Immigration officer,Finance,Increasing,Low,71360.8,Bachelor's Degree,3,6279,5536,24.16,41.4,UK,40.45
Health promotion specialist,Healthcare,Decreasing,Moderate,75617.5,Bachelor's Degree,5,2697,1567,66.04,35.11,Australia,39.5
Engineering geologist,Manufacturing,Increasing,Moderate,110775.93,Master's Degree,9,6785,2003,67.53,43.11,India,51.91
"Engineer, manufacturing systems",Manufacturing,Decreasing,Moderate,107092.03,Bachelor's Degree,8,2818,1379,89.89,57.3,Canada,73.76
Trade mark attorney,Finance,Increasing,Low,119223.7,Master's Degree,5,1216,2755,94.95,41.57,Australia,33.31
"Psychologist, sport and exercise",Healthcare,Increasing,Low,87992.33,PhD,4,106,7711,18.64,29.47,China,32.33
Chief Financial Officer,Finance,Increasing,High,197704.99,Master's Degree,20,7692,6786,59.05,33.54,India,29.33
"Designer, graphic",Entertainment,Increasing,Moderate,79765.03,Bachelor's Degree,5,8142,1745,93.86,39.29,Germany,69.13
"Engineer, energy",Manufacturing,Decreasing,High,105967.88,Bachelor's Degree,8,4679,2689,41.74,41.2,Australia,41.36
Psychiatrist,Healthcare,Decreasing,Moderate,234661.49,PhD,10,3130,8805,39.66,14.18,UK,68.04
Electronics engineer,Manufacturing,Increasing,Low,98950.29,Bachelor's Degree,6,4187,8146,62.36,49.57,USA,28.23
"Engineer, production",Manufacturing,Increasing,High,73474.89,Bachelor's Degree,4,5789,3705,61.57,56.65,Canada,58.16
"Geneticist, molecular",Finance,Decreasing,Low,80239.3,Bachelor's Degree,2,3273,218,7.77,52.19,Australia,45.13
Operational investment banker,Finance,Increasing,Moderate,168977.42,Master's Degree,7,9478,7056,7.14,45.3,Germany,56.62
"Geologist, wellsite",Manufacturing,Decreasing,Moderate,108535.3,Master's Degree,9,6625,2804,11.33,30.47,India,42.39
"Engineer, site",Manufacturing,Decreasing,Moderate,98141.6,Bachelor's Degree,3,2526,4491,13.55,45.6,UK,70.8
Further education lecturer,Education,Decreasing,High,50001.1,Master's Degree,8,1585,1040,99.74,38.44,Australia,56.96
"Designer, jewellery",Entertainment,Decreasing,Moderate,48921.26,Bachelor's Degree,3,4559,5561,16.7,43.67,Australia,28.28
Pensions consultant,Finance,Decreasing,High,88824.81,Bachelor's Degree,4,8066,6018,80.8,48.58,USA,36.14
Location manager,Entertainment,Decreasing,Low,57603.18,Bachelor's Degree,3,8789,5532,15.43,33.53,Canada,46.22
"Production assistant, radio",Entertainment,Decreasing,Low,44420.46,Bachelor's Degree,3,9350,7099,11.97,53.65,Australia,73.23
Community arts worker,Entertainment,Increasing,Moderate,41603.98,Bachelor's Degree,5,1588,4630,84.42,31.52,Brazil,40.46
Medical sales representative,Healthcare,Decreasing,Low,97035.7,Bachelor's Degree,7,993,3432,75.31,44.51,USA,76.51
"Engineer, control and instrumentation",Manufacturing,Decreasing,Low,118683.48,Bachelor's Degree,4,2428,7875,20.4,42.87,Australia,23.68
Hydrogeologist,Manufacturing,Decreasing,High,91162.01,Master's Degree,8,6245,4178,41.69,35.55,Germany,47.13
Tax adviser,Finance,Increasing,High,115614.4,Bachelor's Degree,5,8238,2374,4.8,53.35,Australia,36.0
Midwife,Healthcare,Decreasing,Low,73691.3,Bachelor's Degree,5,299,2069,95.01,42.25,Germany,22.41
"Librarian, academic",Education,Decreasing,Low,71111.03,Master's Degree,2,3657,330,45.28,52.51,China,34.94
Minerals surveyor,Manufacturing,Increasing,High,82867.1,Bachelor's Degree,9,8532,2458,76.6,38.6,India,50.15
"Engineer, production",Manufacturing,Decreasing,Low,109404.24,Bachelor's Degree,3,1875,9413,43.23,48.05,China,25.71
Clinical molecular geneticist,Healthcare,Increasing,High,90376.79,PhD,5,9761,5272,39.57,31.98,USA,28.1
Higher education careers adviser,Education,Decreasing,Low,56715.57,Bachelor's Degree,3,9647,8743,67.29,44.36,China,73.27
Agricultural engineer,Manufacturing,Increasing,High,95220.05,Bachelor's Degree,8,4548,2906,38.12,45.97,Canada,77.99
Architectural technologist,Manufacturing,Increasing,Moderate,68458.98,Bachelor's Degree,7,9181,7308,7.48,50.94,China,64.9
Intelligence analyst,IT,Decreasing,Low,83438.92,Master's Degree,8,5963,7905,83.67,37.92,China,41.84
Corporate treasurer,Finance,Increasing,Moderate,151993.05,Master's Degree,12,639,5991,17.9,51.99,UK,48.05
Trade union research officer,Education,Increasing,Low,46801.52,Bachelor's Degree,4,8933,1626,33.09,50.94,Brazil,44.12
Naval architect,Transportation,Increasing,Moderate,75813.64,Master's Degree,4,5483,520,81.37,34.03,Australia,66.07
Community pharmacist,Healthcare,Increasing,High,103427.1,Bachelor's Degree,2,8632,7108,17.49,52.91,UK,69.23
"Engineer, petroleum",Manufacturing,Increasing,Low,160441.58,Bachelor's Degree,10,4344,4924,82.51,39.09,India,39.59
"Editor, film/video",Entertainment,Increasing,Moderate,71224.3,Bachelor's Degree,2,1616,5262,23.81,44.83,Canada,57.82
Editorial assistant,Entertainment,Decreasing,Low,42006.42,Bachelor's Degree,1,1801,4815,44.27,65.66,USA,75.4
Audiological scientist,Healthcare,Increasing,High,83582.75,Master's Degree,4,2000,2300,33.47,39.26,Australia,73.43
Volunteer coordinator,Healthcare,Decreasing,Low,42421.89,Bachelor's Degree,5,8557,3674,90.04,39.83,India,55.11
Operational investment banker,Finance,Increasing,Moderate,152067.0,Master's Degree,5,5218,2597,90.24,44.6,China,48.65
Lobbyist,Finance,Decreasing,Low,75903.2,Bachelor's Degree,5,759,9037,28.98,34.74,Canada,47.73
"Research officer, trade union",Education,Decreasing,High,53396.09,Bachelor's Degree,5,1152,173,74.02,40.29,UK,71.31
Advertising art director,Entertainment,Decreasing,Moderate,108918.47,Bachelor's Degree,8,5722,2700,48.82,37.56,India,25.47
Paediatric nurse,Healthcare,Decreasing,Moderate,56383.0,Bachelor's Degree,2,7959,4255,28.14,45.79,Australia,54.41
Administrator,Finance,Increasing,High,52765.91,High School,4,4920,2028,44.11,64.92,Brazil,57.52
Marine scientist,Manufacturing,Decreasing,Low,73493.9,Master's Degree,6,1360,4575,28.67,32.49,China,78.52
Banker,Finance,Decreasing,Moderate,107457.01,Bachelor's Degree,6,5408,9691,44.13,58.52,USA,77.5
"Sound technician, broadcasting/film/video",Entertainment,Increasing,Low,54295.41,Associate Degree,2,5088,2248,92.89,49.92,India,56.96
"Scientist, biomedical",Healthcare,Increasing,Low,67049.65,Bachelor's Degree,5,2480,1913,25.08,56.72,Germany,33.37
Systems analyst,IT,Increasing,Moderate,86355.13,Bachelor's Degree,6,8311,5504,7.7,42.64,Germany,42.91
"Librarian, public",Education,Increasing,Low,48402.2,Master's Degree,6,231,3777,90.04,42.65,Brazil,38.98
"Engineer, land",Manufacturing,Increasing,Low,67572.26,Bachelor's Degree,3,3728,6498,34.16,54.52,Australia,25.64
Web designer,IT,Increasing,Moderate,72861.67,Bachelor's Degree,7,6145,1416,58.02,52.39,Canada,78.63
Facilities manager,Finance,Decreasing,High,76402.06,Bachelor's Degree,7,9745,8626,7.66,46.69,Brazil,40.53
"Designer, multimedia",IT,Decreasing,Low,74525.5,Bachelor's Degree,2,3003,7353,28.69,38.67,China,77.51
Charity officer,Retail,Decreasing,Moderate,55629.72,Bachelor's Degree,5,3714,9275,57.41,48.08,Brazil,62.16
"Surveyor, minerals",Manufacturing,Increasing,High,101976.55,Bachelor's Degree,4,894,9868,24.58,48.33,Brazil,52.68
Airline pilot,Transportation,Increasing,Low,112676.2,Bachelor's Degree,9,6592,5251,65.48,30.71,China,45.8
Podiatrist,Healthcare,Decreasing,Low,75109.36,Bachelor's Degree,2,5170,5182,70.98,40.16,USA,27.69
Geochemist,Manufacturing,Increasing,Moderate,98638.43,Master's Degree,7,9883,4226,5.48,36.84,USA,26.57
Theatre stage manager,Entertainment,Increasing,Low,59418.98,Bachelor's Degree,4,4910,7126,70.31,31.15,Australia,60.13
Adult guidance worker,Education,Increasing,High,43193.91,Bachelor's Degree,5,4116,6864,17.29,38.98,Germany,62.3
"Editor, film/video",Entertainment,Decreasing,Moderate,71754.56,Bachelor's Degree,3,2551,3256,71.77,52.18,China,32.87
"Teacher, primary school",Education,Decreasing,Low,47653.35,Bachelor's Degree,1,3664,4562,25.43,38.31,Australia,76.11
Financial controller,Finance,Increasing,High,123993.1,Master's Degree,12,8810,5079,89.31,52.3,India,40.12
Clinical research associate,Healthcare,Increasing,Low,87156.17,Bachelor's Degree,3,467,4579,63.04,45.16,China,79.7
Museum/gallery curator,Education,Decreasing,Moderate,79555.33,Master's Degree,3,4848,8598,45.34,29.89,Germany,63.92
Theatre stage manager,Entertainment,Increasing,Moderate,70535.97,Bachelor's Degree,2,161,6479,78.49,32.07,India,25.07
Counselling psychologist,Healthcare,Increasing,Moderate,82148.83,PhD,5,1329,7366,44.55,36.94,China,52.62
Risk manager,Finance,Decreasing,High,125997.98,Master's Degree,11,2403,8139,56.91,45.08,Brazil,62.43
Accounting technician,Finance,Increasing,High,46774.32,Associate Degree,4,9798,3872,99.24,72.49,UK,38.69
"Therapist, speech and language",Healthcare,Decreasing,High,60981.47,Bachelor's Degree,6,6981,9852,48.6,38.35,USA,56.35
Public affairs consultant,Finance,Decreasing,Moderate,77165.69,Bachelor's Degree,9,2897,7077,11.47,39.63,Germany,68.56
Call centre manager,Retail,Increasing,Low,52961.3,Bachelor's Degree,8,535,4634,30.16,59.72,Canada,41.18
Mudlogger,Manufacturing,Decreasing,Low,77429.06,Bachelor's Degree,3,4442,5509,82.15,43.05,Brazil,71.21
Building surveyor,Manufacturing,Decreasing,Low,90258.95,Bachelor's Degree,7,1684,9511,73.75,50.49,Germany,33.81
Firefighter,Healthcare,Decreasing,Low,59222.44,High School,2,2961,5162,82.02,31.36,Australia,25.6
"Merchandiser, retail",Retail,Decreasing,Moderate,51564.95,Bachelor's Degree,7,896,6583,36.9,51.94,Australia,63.93
"Journalist, broadcasting",Entertainment,Increasing,Low,63461.76,Bachelor's Degree,7,7582,4301,37.36,42.27,Canada,78.56
Automotive engineer,Manufacturing,Decreasing,Moderate,92543.17,Bachelor's Degree,7,6343,6143,45.72,57.75,Canada,74.32
Patent attorney,Finance,Decreasing,Moderate,100809.12,Master's Degree,6,2288,9543,95.95,39.43,Australia,68.45
Early years teacher,Education,Increasing,Low,46094.23,Associate Degree,1,8207,9732,6.7,35.16,Brazil,78.06
"Buyer, industrial",Retail,Increasing,Moderate,76046.13,Bachelor's Degree,3,9087,8171,85.22,59.72,India,48.86
Museum/gallery curator,Education,Increasing,Moderate,55772.92,Master's Degree,5,8768,5937,2.33,39.57,Germany,65.89
Therapeutic radiographer,Healthcare,Decreasing,Moderate,63474.41,Bachelor's Degree,4,9294,3220,74.48,40.07,India,29.76
Orthoptist,Healthcare,Decreasing,Moderate,59043.03,Bachelor's Degree,2,177,5488,52.82,39.53,Brazil,47.51
"Buyer, retail",Retail,Decreasing,Low,74967.35,Bachelor's Degree,5,9285,2866,82.27,46.7,USA,26.95
Estate manager/land agent,Retail,Increasing,Moderate,82237.6,Bachelor's Degree,3,4614,1073,71.97,40.47,Brazil,55.47
"Physicist, medical",Healthcare,Increasing,Low,113445.65,PhD,8,7812,1607,97.17,29.84,Brazil,27.93
Architectural technologist,Manufacturing,Decreasing,High,77984.71,Bachelor's Degree,8,8759,7570,96.84,52.21,India,52.66
Illustrator,Entertainment,Increasing,High,57915.62,Bachelor's Degree,3,611,6792,68.86,48.12,Brazil,60.95
Media planner,Retail,Decreasing,High,57730.36,Bachelor's Degree,2,809,2777,95.3,56.01,UK,70.24
Product/process development scientist,Manufacturing,Decreasing,Moderate,76425.29,Master's Degree,5,5407,1162,57.4,43.75,Australia,54.24
Clinical embryologist,Healthcare,Decreasing,Low,102813.2,Master's Degree,5,4309,1288,53.44,32.56,Brazil,40.77
Marketing executive,Retail,Decreasing,Low,64352.35,Bachelor's Degree,7,2687,2340,23.03,44.21,UK,69.63
Retail banker,Finance,Decreasing,High,73349.67,Bachelor's Degree,4,9745,9524,17.13,59.72,Canada,59.44
"Social research officer, government",Education,Decreasing,Moderate,57731.42,Master's Degree,5,5013,3887,85.04,46.23,China,37.11
"Loss adjuster, chartered",Finance,Increasing,Low,104068.8,Bachelor's Degree,8,2426,9942,71.73,43.97,USA,73.82
Dance movement psychotherapist,Healthcare,Decreasing,High,46045.53,Master's Degree,3,1055,2843,60.94,23.83,Australia,56.48
"Engineer, electrical",Manufacturing,Increasing,High,122923.51,Bachelor's Degree,4,8873,5498,8.8,39.65,Canada,77.35
Nutritional therapist,Healthcare,Increasing,Moderate,60948.56,Associate Degree,3,4720,6218,78.77,45.86,Germany,56.61
Psychotherapist,Healthcare,Decreasing,Moderate,62194.28,Master's Degree,7,1769,4437,14.69,21.99,Australia,62.33
Heritage manager,Entertainment,Decreasing,Low,76853.03,Master's Degree,7,7632,2687,26.69,35.1,India,67.0
Medical physicist,Healthcare,Decreasing,Low,106460.96,PhD,6,2236,906,72.0,38.55,India,45.77
"Designer, jewellery",Entertainment,Decreasing,Low,64139.03,Bachelor's Degree,7,2411,7266,52.59,43.58,UK,75.46
Corporate treasurer,Finance,Increasing,Moderate,117784.4,Master's Degree,8,9639,898,26.65,48.43,Brazil,53.64
Historic buildings inspector/conservation officer,Entertainment,Increasing,High,73461.92,Master's Degree,8,8745,6744,48.32,38.03,Australia,50.72
"Engineer, maintenance (IT)",IT,Increasing,Moderate,95196.98,Bachelor's Degree,4,7397,6901,45.73,42.54,China,51.8
"Conservator, furniture",Entertainment,Decreasing,High,47093.9,Bachelor's Degree,3,7187,4339,69.06,38.72,China,21.45
Mental health nurse,Healthcare,Decreasing,High,58897.41,Bachelor's Degree,4,9716,4190,95.01,42.49,Germany,70.22
Garment/textile technologist,Manufacturing,Decreasing,Moderate,61256.11,Bachelor's Degree,5,9479,1458,33.66,67.71,Canada,30.47
Social worker,Healthcare,Increasing,High,71592.48,Bachelor's Degree,6,4365,3509,36.34,31.67,Brazil,78.29
"Therapist, drama",Healthcare,Decreasing,High,45125.85,Master's Degree,3,646,8213,43.01,32.26,Germany,69.42
"Teacher, special educational needs",Education,Decreasing,Moderate,54402.24,Bachelor's Degree,6,8120,2620,47.53,24.87,Australia,71.53
Risk manager,Finance,Increasing,Low,109311.82,Master's Degree,11,8410,6572,91.41,44.24,UK,46.48
Podiatrist,Healthcare,Decreasing,Low,77391.1,Bachelor's Degree,3,3467,7829,60.02,54.46,Canada,67.95
"Geologist, wellsite",Manufacturing,Increasing,Moderate,117078.98,Master's Degree,10,8614,8962,34.86,30.45,Canada,38.47
"Presenter, broadcasting",Entertainment,Decreasing,Moderate,57869.27,Bachelor's Degree,3,1425,7036,98.91,32.52,USA,33.75
Manufacturing systems engineer,Manufacturing,Decreasing,Low,83782.25,Bachelor's Degree,3,7331,2049,7.47,57.88,Germany,35.55
Housing manager/officer,Retail,Increasing,High,63816.83,Bachelor's Degree,2,6723,2077,93.41,42.8,Brazil,41.62
Industrial buyer,Retail,Decreasing,High,64495.97,Bachelor's Degree,3,4491,7296,20.08,52.91,Brazil,73.45
